User,Type,Total Amount,Number of Transactions
User 2838,CREDIT,145782,34
User 2838,DEBIT,171422,35
User 2839,CREDIT,116006,23
User 2839,DEBIT,257826,53
User 2840,CREDIT,183336,37
User 2840,DEBIT,220035,41
User 2841,CREDIT,189603,33
User 2841,DEBIT,173907,40
User 2842,CREDIT,245349,46
User 2842,DEBIT,242726,47
User 2843,CREDIT,173083,33
User 2843,DEBIT,143560,31
User 2844,CREDIT,144540,28
User 2844,DEBIT,176076,41
User 2845,CREDIT,207066,41
User 2845,DEBIT,249091,49
User 2846,CREDIT,195922,45
User 2846,DEBIT,237558,52
User 2847,CREDIT,226406,44
User 2847,DEBIT,233322,45
User 2848,CREDIT,177008,38
User 2848,DEBIT,232758,42
User 2849,CREDIT,135233,31
User 2849,DEBIT,98222,20
User 2850,CREDIT,182450,39
User 2850,DEBIT,145471,30
User 2851,CREDIT,191679,36
User 2851,DEBIT,224975,41
User 2852,CREDIT,170440,39
User 2852,DEBIT,259945,52
User 2853,CREDIT,194901,41
User 2853,DEBIT,294358,54
User 2854,CREDIT,238312,44
User 2854,DEBIT,194870,41
User 2855,CREDIT,251011,47
User 2855,DEBIT,190226,50
User 2856,CREDIT,239726,48
User 2856,DEBIT,239151,52
User 2857,CREDIT,112343,28
User 2857,DEBIT,133066,27
User 2858,CREDIT,178542,38
User 2858,DEBIT,232392,41
User 2859,CREDIT,181134,33
User 2859,DEBIT,217660,42
User 2860,CREDIT,209588,41
User 2860,DEBIT,213089,43
User 2861,CREDIT,215779,43
User 2861,DEBIT,270064,54
User 2862,CREDIT,166001,32
User 2862,DEBIT,165525,36
User 2863,CREDIT,205375,34
User 2863,DEBIT,171525,42
User 2864,CREDIT,138551,28
User 2864,DEBIT,120390,23
User 2865,CREDIT,183310,36
User 2865,DEBIT,234993,43
User 2866,CREDIT,159507,39
User 2866,DEBIT,150601,33
User 2867,CREDIT,251910,49
User 2867,DEBIT,241682,47
User 2868,CREDIT,130263,32
User 2868,DEBIT,138214,31
User 2869,CREDIT,181341,32
User 2869,DEBIT,130819,26
User 2870,CREDIT,167957,28
User 2870,DEBIT,199150,46
User 2871,CREDIT,205298,40
User 2871,DEBIT,207886,40
User 2872,CREDIT,147563,31
User 2872,DEBIT,152285,29
User 2873,CREDIT,136029,30
User 2873,DEBIT,154194,32
User 2874,CREDIT,102670,25
User 2874,DEBIT,193653,36
User 2875,CREDIT,189698,36
User 2875,DEBIT,183018,45
User 2876,CREDIT,138013,28
User 2876,DEBIT,117742,26
User 2877,CREDIT,170884,34
User 2877,DEBIT,144532,28
User 2878,CREDIT,192100,39
User 2878,DEBIT,245424,47
User 2879,CREDIT,128158,27
User 2879,DEBIT,190990,33
User 2880,CREDIT,156838,33
User 2880,DEBIT,176965,39
User 2881,CREDIT,104554,24
User 2881,DEBIT,171526,33
User 2882,CREDIT,152084,41
User 2882,DEBIT,134748,29
User 2883,CREDIT,188598,39
User 2883,DEBIT,113193,20
User 2884,CREDIT,215283,42
User 2884,DEBIT,210413,39
User 2885,CREDIT,190119,36
User 2885,DEBIT,209971,40
User 2886,CREDIT,178189,34
User 2886,DEBIT,124297,22
User 2887,CREDIT,184038,42
User 2887,DEBIT,248722,48
User 2888,CREDIT,196102,41
User 2888,DEBIT,213371,43
User 2889,CREDIT,154209,33
User 2889,DEBIT,179949,36
User 2890,CREDIT,202996,48
User 2890,DEBIT,187728,39
User 2891,CREDIT,164380,32
User 2891,DEBIT,241676,53
User 2892,CREDIT,137292,34
User 2892,DEBIT,188006,40
User 2893,CREDIT,111043,24
User 2893,DEBIT,210558,37
User 2894,CREDIT,149539,34
User 2894,DEBIT,237464,41
User 2895,CREDIT,210490,43
User 2895,DEBIT,245110,43
User 2896,CREDIT,205710,35
User 2896,DEBIT,267339,50
User 2897,CREDIT,233337,44
User 2897,DEBIT,227318,45
User 2898,CREDIT,199960,37
User 2898,DEBIT,130069,31
User 2899,CREDIT,158359,34
User 2899,DEBIT,101394,21
User 2900,CREDIT,106820,22
User 2900,DEBIT,182858,39
User 2901,CREDIT,240010,49
User 2901,DEBIT,230458,46
User 2902,CREDIT,267400,46
User 2902,DEBIT,190877,35
User 2903,CREDIT,163403,32
User 2903,DEBIT,177259,33
User 2904,CREDIT,138977,28
User 2904,DEBIT,122389,28
User 2905,CREDIT,154397,30
User 2905,DEBIT,135776,31
User 2906,CREDIT,212126,40
User 2906,DEBIT,127728,28
User 2907,CREDIT,195792,40
User 2907,DEBIT,177816,38
User 2908,CREDIT,250494,52
User 2908,DEBIT,234586,45
User 2909,CREDIT,144503,25
User 2909,DEBIT,119397,26
User 2910,CREDIT,203733,40
User 2910,DEBIT,108386,22
User 2911,CREDIT,167344,36
User 2911,DEBIT,261385,48
User 2912,CREDIT,237244,48
User 2912,DEBIT,154211,37
User 2913,CREDIT,204495,38
User 2913,DEBIT,123609,28
User 2914,CREDIT,223245,39
User 2914,DEBIT,187199,37
User 2915,CREDIT,269730,52
User 2915,DEBIT,216248,46
User 2916,CREDIT,95150,24
User 2916,DEBIT,167083,33
User 2917,CREDIT,214881,43
User 2917,DEBIT,280590,53
User 2918,CREDIT,159981,32
User 2918,DEBIT,120887,26
User 2919,CREDIT,229134,40
User 2919,DEBIT,157964,37
User 2920,CREDIT,246335,48
User 2920,DEBIT,222303,48
User 2921,CREDIT,173500,36
User 2921,DEBIT,230132,41
User 2922,CREDIT,247690,48
User 2922,DEBIT,220760,44
User 2923,CREDIT,255190,53
User 2923,DEBIT,206078,46
User 2924,CREDIT,164443,31
User 2924,DEBIT,228787,50
User 2925,CREDIT,226253,46
User 2925,DEBIT,224953,48
User 2926,CREDIT,188790,44
User 2926,DEBIT,228155,47
User 2927,CREDIT,262588,45
User 2927,DEBIT,158161,33
User 2928,CREDIT,231493,53
User 2928,DEBIT,168465,35
User 2929,CREDIT,228981,47
User 2929,DEBIT,215728,42
User 2930,CREDIT,269328,54
User 2930,DEBIT,221354,44
User 2931,CREDIT,229781,45
User 2931,DEBIT,173005,37
User 2932,CREDIT,218629,45
User 2932,DEBIT,256753,53
User 2933,CREDIT,275433,45
User 2933,DEBIT,244791,47
User 2934,CREDIT,179491,37
User 2934,DEBIT,239649,47
User 2935,CREDIT,192113,37
User 2935,DEBIT,141594,31
User 2936,CREDIT,145577,29
User 2936,DEBIT,103135,21
User 2937,CREDIT,192862,42
User 2937,DEBIT,227590,48
User 2938,CREDIT,209135,45
User 2938,DEBIT,184857,33
User 2939,CREDIT,94268,18
User 2939,DEBIT,175209,36
User 2940,CREDIT,179884,31
User 2940,DEBIT,136565,32
User 2941,CREDIT,265582,53
User 2941,DEBIT,211740,44
User 2942,CREDIT,166963,32
User 2942,DEBIT,181058,35
User 2943,CREDIT,224933,47
User 2943,DEBIT,222535,42
User 2944,CREDIT,135147,25
User 2944,DEBIT,146089,31
User 2945,CREDIT,187254,34
User 2945,DEBIT,120032,26
User 2946,CREDIT,187513,34
User 2946,DEBIT,145842,32
User 2947,CREDIT,213156,39
User 2947,DEBIT,197956,41
User 2948,CREDIT,159789,36
User 2948,DEBIT,230080,45
User 2949,CREDIT,148184,33
User 2949,DEBIT,79399,21
User 2950,CREDIT,241481,45
User 2950,DEBIT,158755,38
User 2951,CREDIT,206460,48
User 2951,DEBIT,215832,46
User 2952,CREDIT,260564,52
User 2952,DEBIT,226565,44
User 2953,CREDIT,168006,33
User 2953,DEBIT,111151,24
User 2954,CREDIT,190009,34
User 2954,DEBIT,185274,38
User 2955,CREDIT,228616,46
User 2955,DEBIT,229041,44
User 2956,CREDIT,178064,31
User 2956,DEBIT,182524,33
User 2957,CREDIT,131851,27
User 2957,DEBIT,143076,29
User 2958,CREDIT,181692,31
User 2958,DEBIT,214636,45
User 2959,CREDIT,234411,49
User 2959,DEBIT,200818,44
User 2960,CREDIT,110208,23
User 2960,DEBIT,159763,31
User 2961,CREDIT,229287,44
User 2961,DEBIT,313663,55
User 2962,CREDIT,231789,50
User 2962,DEBIT,201391,43
User 2963,CREDIT,169882,28
User 2963,DEBIT,143380,27
User 2964,CREDIT,203960,39
User 2964,DEBIT,150196,32
User 2965,CREDIT,264259,50
User 2965,DEBIT,167997,35
User 2966,CREDIT,170694,35
User 2966,DEBIT,190460,38
User 2967,CREDIT,146004,32
User 2967,DEBIT,200887,45
User 2968,CREDIT,190567,39
User 2968,DEBIT,245530,47
User 2969,CREDIT,242587,46
User 2969,DEBIT,172155,33
User 2970,CREDIT,212869,41
User 2970,DEBIT,225746,45
User 2971,CREDIT,207215,45
User 2971,DEBIT,241685,49
User 2972,CREDIT,143726,30
User 2972,DEBIT,195631,37
User 2973,CREDIT,228779,54
User 2973,DEBIT,194719,44
User 2974,CREDIT,152149,31
User 2974,DEBIT,96516,20
User 2975,CREDIT,245157,45
User 2975,DEBIT,244951,50
User 2976,CREDIT,141444,33
User 2976,DEBIT,148252,32
User 2977,CREDIT,259146,51
User 2977,DEBIT,159666,33
User 2978,CREDIT,207902,47
User 2978,DEBIT,188493,37
User 2979,CREDIT,182975,32
User 2979,DEBIT,161148,32
User 2980,CREDIT,144030,28
User 2980,DEBIT,114314,30
User 2981,CREDIT,208415,42
User 2981,DEBIT,212816,41
User 2982,CREDIT,269929,52
User 2982,DEBIT,201538,44
User 2983,CREDIT,171545,39
User 2983,DEBIT,176582,43
User 2984,CREDIT,249977,49
User 2984,DEBIT,170776,33
User 2985,CREDIT,208424,43
User 2985,DEBIT,193107,39
User 2986,CREDIT,182801,39
User 2986,DEBIT,209431,42
User 2987,CREDIT,255061,52
User 2987,DEBIT,149771,34
User 2988,CREDIT,204198,44
User 2988,DEBIT,215533,52
User 2989,CREDIT,174168,33
User 2989,DEBIT,178422,39
User 2990,CREDIT,221454,38
User 2990,DEBIT,207235,34
User 2991,CREDIT,166232,35
User 2991,DEBIT,193466,39
User 2992,CREDIT,244050,47
User 2992,DEBIT,228865,42
User 2993,CREDIT,216856,38
User 2993,DEBIT,185887,28
User 2994,CREDIT,214895,42
User 2994,DEBIT,223249,48
User 2995,CREDIT,175111,37
User 2995,DEBIT,190831,40
User 2996,CREDIT,188518,40
User 2996,DEBIT,252741,49
User 2997,CREDIT,121017,36
User 2997,DEBIT,229790,49
User 2998,CREDIT,220987,45
User 2998,DEBIT,196450,43
User 2999,CREDIT,186676,32
User 2999,DEBIT,151925,29
User 3000,CREDIT,217472,43
User 3000,DEBIT,252776,52
User 3001,CREDIT,168886,35
User 3001,DEBIT,201392,37
User 3002,CREDIT,248540,52
User 3002,DEBIT,194404,38
User 3003,CREDIT,243247,46
User 3003,DEBIT,265909,49
User 3004,CREDIT,218027,40
User 3004,DEBIT,230475,43
User 3005,CREDIT,257410,57
User 3005,DEBIT,253597,43
User 3006,CREDIT,132851,30
User 3006,DEBIT,164414,34
User 3007,CREDIT,182754,39
User 3007,DEBIT,92304,23
User 3008,CREDIT,198274,37
User 3008,DEBIT,144134,28
User 3009,CREDIT,193660,39
User 3009,DEBIT,166232,33
User 3010,CREDIT,241717,43
User 3010,DEBIT,232613,44
User 3011,CREDIT,136028,31
User 3011,DEBIT,105047,24
User 3012,CREDIT,135731,27
User 3012,DEBIT,119532,24
User 3013,CREDIT,214468,46
User 3013,DEBIT,157208,33
User 3014,CREDIT,153995,34
User 3014,DEBIT,228675,46
User 3015,CREDIT,273865,51
User 3015,DEBIT,198170,44
User 3016,CREDIT,167117,32
User 3016,DEBIT,142010,26
User 3017,CREDIT,176538,38
User 3017,DEBIT,209578,34
User 3018,CREDIT,211124,38
User 3018,DEBIT,173040,39
User 3019,CREDIT,101038,22
User 3019,DEBIT,229572,40
User 3020,CREDIT,143433,27
User 3020,DEBIT,151993,32
User 3021,CREDIT,194256,45
User 3021,DEBIT,204584,43
User 3022,CREDIT,181097,32
User 3022,DEBIT,94672,23
User 3023,CREDIT,172338,38
User 3023,DEBIT,192244,36
User 3024,CREDIT,201420,43
User 3024,DEBIT,190242,41
User 3025,CREDIT,259789,53
User 3025,DEBIT,218144,46
User 3026,CREDIT,146971,26
User 3026,DEBIT,162184,30
User 3027,CREDIT,125869,24
User 3027,DEBIT,126158,28
User 3028,CREDIT,176369,40
User 3028,DEBIT,199488,38
User 3029,CREDIT,184363,33
User 3029,DEBIT,170346,32
User 3030,CREDIT,147275,37
User 3030,DEBIT,200099,38
User 3031,CREDIT,152416,32
User 3031,DEBIT,192811,36
User 3032,CREDIT,202797,42
User 3032,DEBIT,150304,32
User 3033,CREDIT,233740,46
User 3033,DEBIT,201770,42
User 3034,CREDIT,218173,43
User 3034,DEBIT,204425,37
User 3035,CREDIT,263895,51
User 3035,DEBIT,184943,45
User 3036,CREDIT,179866,35
User 3036,DEBIT,212347,42
User 3037,CREDIT,156985,36
User 3037,DEBIT,111854,18
User 3038,CREDIT,139325,29
User 3038,DEBIT,130962,25
User 3039,CREDIT,165142,38
User 3039,DEBIT,223439,41
User 3040,CREDIT,158263,27
User 3040,DEBIT,132886,26
User 3041,CREDIT,238154,45
User 3041,DEBIT,250608,51
User 3042,CREDIT,207703,44
User 3042,DEBIT,216468,42
User 3043,CREDIT,137744,25
User 3043,DEBIT,167311,32
User 3044,CREDIT,187998,39
User 3044,DEBIT,182308,32
User 3045,CREDIT,184126,33
User 3045,DEBIT,137075,29
User 3046,CREDIT,209758,42
User 3046,DEBIT,235815,51
User 3047,CREDIT,169677,35
User 3047,DEBIT,149706,30
User 3048,CREDIT,143364,33
User 3048,DEBIT,201640,39
User 3049,CREDIT,128599,22
User 3049,DEBIT,231163,38
User 3050,CREDIT,138292,28
User 3050,DEBIT,144399,26
User 3051,CREDIT,199698,51
User 3051,DEBIT,148327,32
User 3052,CREDIT,182630,35
User 3052,DEBIT,269841,51
User 3053,CREDIT,207600,39
User 3053,DEBIT,186283,38
User 3054,CREDIT,223173,44
User 3054,DEBIT,171470,32
User 3055,CREDIT,182194,35
User 3055,DEBIT,207744,42
User 3056,CREDIT,178947,32
User 3056,DEBIT,176815,35
User 3057,CREDIT,187226,33
User 3057,DEBIT,205858,42
User 3058,CREDIT,238000,46
User 3058,DEBIT,225499,39
User 3059,CREDIT,258717,49
User 3059,DEBIT,227389,48
User 3060,CREDIT,165771,33
User 3060,DEBIT,102088,23
User 3061,CREDIT,198339,42
User 3061,DEBIT,248674,51
User 3062,CREDIT,263752,52
User 3062,DEBIT,241994,48
User 3063,CREDIT,222400,50
User 3063,DEBIT,243555,47
User 3064,CREDIT,241396,50
User 3064,DEBIT,252122,47
User 3065,CREDIT,232916,45
User 3065,DEBIT,127688,27
User 3066,CREDIT,254493,50
User 3066,DEBIT,256511,49
User 3067,CREDIT,161473,28
User 3067,DEBIT,123309,24
User 3068,CREDIT,168481,35
User 3068,DEBIT,163891,32
User 3069,CREDIT,217992,47
User 3069,DEBIT,213091,42
User 3070,CREDIT,123603,26
User 3070,DEBIT,155821,32
User 3071,CREDIT,146901,26
User 3071,DEBIT,147511,29
User 3072,CREDIT,244913,47
User 3072,DEBIT,172837,39
User 3073,CREDIT,265705,46
User 3073,DEBIT,198352,42
User 3074,CREDIT,149345,31
User 3074,DEBIT,236766,42
User 3075,CREDIT,189044,38
User 3075,DEBIT,149482,28
User 3076,CREDIT,195471,40
User 3076,DEBIT,189843,38
User 3077,CREDIT,204217,41
User 3077,DEBIT,239347,49
User 3078,CREDIT,221992,39
User 3078,DEBIT,184305,35
User 3079,CREDIT,214821,45
User 3079,DEBIT,166460,35
User 3080,CREDIT,190970,33
User 3080,DEBIT,159193,30
User 3081,CREDIT,168898,32
User 3081,DEBIT,171246,31
User 3082,CREDIT,164317,30
User 3082,DEBIT,77230,20
User 3083,CREDIT,208450,35
User 3083,DEBIT,214309,47
User 3084,CREDIT,254215,47
User 3084,DEBIT,220247,46
User 3085,CREDIT,143324,29
User 3085,DEBIT,139283,28
User 3086,CREDIT,177069,31
User 3086,DEBIT,186383,33
User 3087,CREDIT,242293,50
User 3087,DEBIT,247718,50
User 3088,CREDIT,188787,34
User 3088,DEBIT,285879,56
User 3089,CREDIT,195877,35
User 3089,DEBIT,170175,35
User 3090,CREDIT,242689,49
User 3090,DEBIT,160478,36
User 3091,CREDIT,110801,29
User 3091,DEBIT,106992,24
User 3092,CREDIT,201105,40
User 3092,DEBIT,175625,37
User 3093,CREDIT,177303,31
User 3093,DEBIT,186100,41
User 3094,CREDIT,207032,41
User 3094,DEBIT,188713,32
User 3095,CREDIT,201373,38
User 3095,DEBIT,214300,44
User 3096,CREDIT,214103,37
User 3096,DEBIT,189607,40
User 3097,CREDIT,218863,43
User 3097,DEBIT,206457,44
User 3098,CREDIT,169051,35
User 3098,DEBIT,173783,33
User 3099,CREDIT,213695,39
User 3099,DEBIT,184145,37
User 3100,CREDIT,217820,42
User 3100,DEBIT,157104,30
User 3101,CREDIT,230913,44
User 3101,DEBIT,145525,31
User 3102,CREDIT,132494,24
User 3102,DEBIT,158837,27
User 3103,CREDIT,234409,43
User 3103,DEBIT,222950,38
User 3104,CREDIT,265244,44
User 3104,DEBIT,142835,36
User 3105,CREDIT,163997,38
User 3105,DEBIT,232709,49
User 3106,CREDIT,193255,41
User 3106,DEBIT,188368,41
User 3107,CREDIT,232854,45
User 3107,DEBIT,269173,50
User 3108,CREDIT,258975,49
User 3108,DEBIT,254373,49
User 3109,CREDIT,176493,32
User 3109,DEBIT,145829,28
User 3110,CREDIT,158948,32
User 3110,DEBIT,141109,35
User 3111,CREDIT,179927,29
User 3111,DEBIT,227902,42
User 3112,CREDIT,168484,36
User 3112,DEBIT,270698,54
User 3113,CREDIT,210642,39
User 3113,DEBIT,225400,46
User 3114,CREDIT,222724,41
User 3114,DEBIT,200076,38
User 3115,CREDIT,142061,25
User 3115,DEBIT,149638,26
User 3116,CREDIT,179521,36
User 3116,DEBIT,193790,40
User 3117,CREDIT,134516,25
User 3117,DEBIT,186248,31
User 3118,CREDIT,193103,37
User 3118,DEBIT,212739,47
User 3119,CREDIT,187650,39
User 3119,DEBIT,171541,37
User 3120,CREDIT,138788,32
User 3120,DEBIT,239015,39
User 3121,CREDIT,128348,33
User 3121,DEBIT,149537,36
User 3122,CREDIT,193270,40
User 3122,DEBIT,218198,38
User 3123,CREDIT,192891,35
User 3123,DEBIT,187803,41
User 3124,CREDIT,161959,36
User 3124,DEBIT,141656,35
User 3125,CREDIT,171684,28
User 3125,DEBIT,190500,39
User 3126,CREDIT,113563,26
User 3126,DEBIT,141511,28
User 3127,CREDIT,170375,38
User 3127,DEBIT,212530,41
User 3128,CREDIT,256090,44
User 3128,DEBIT,155839,37
User 3129,CREDIT,268794,50
User 3129,DEBIT,226851,43
User 3130,CREDIT,151992,31
User 3130,DEBIT,205502,43
User 3131,CREDIT,199087,40
User 3131,DEBIT,179920,40
User 3132,CREDIT,184866,33
User 3132,DEBIT,198302,39
User 3133,CREDIT,221516,48
User 3133,DEBIT,228908,48
User 3134,CREDIT,192732,32
User 3134,DEBIT,272080,50
User 3135,CREDIT,196112,39
User 3135,DEBIT,196282,44
User 3136,CREDIT,84263,20
User 3136,DEBIT,178815,33
User 3137,CREDIT,148554,33
User 3137,DEBIT,160430,28
User 3138,CREDIT,148311,30
User 3138,DEBIT,104254,24
User 3139,CREDIT,161838,35
User 3139,DEBIT,172702,34
User 3140,CREDIT,143375,31
User 3140,DEBIT,167208,33
User 3141,CREDIT,194288,36
User 3141,DEBIT,186739,37
User 3142,CREDIT,98501,20
User 3142,DEBIT,149318,30
User 3143,CREDIT,149429,26
User 3143,DEBIT,131860,31
User 3144,CREDIT,225441,39
User 3144,DEBIT,149070,32
User 3145,CREDIT,193983,41
User 3145,DEBIT,225651,39
User 3146,CREDIT,164543,38
User 3146,DEBIT,168742,28
User 3147,CREDIT,175671,43
User 3147,DEBIT,274930,51
User 3148,CREDIT,266356,51
User 3148,DEBIT,220760,45
User 3149,CREDIT,290653,51
User 3149,DEBIT,184068,39
User 3150,CREDIT,150520,31
User 3150,DEBIT,173185,40
User 3151,CREDIT,172383,35
User 3151,DEBIT,165778,33
User 3152,CREDIT,219661,43
User 3152,DEBIT,199617,39
User 3153,CREDIT,129926,27
User 3153,DEBIT,170635,33
User 3154,CREDIT,199409,40
User 3154,DEBIT,201598,36
User 3155,CREDIT,165703,27
User 3155,DEBIT,287740,52
User 3156,CREDIT,113209,29
User 3156,DEBIT,144234,30
User 3157,CREDIT,173958,42
User 3157,DEBIT,248398,52
User 3158,CREDIT,113357,22
User 3158,DEBIT,141662,34
User 3159,CREDIT,230072,48
User 3159,DEBIT,192955,40
User 3160,CREDIT,175797,36
User 3160,DEBIT,178117,36
User 3161,CREDIT,145282,26
User 3161,DEBIT,234379,50
User 3162,CREDIT,182122,34
User 3162,DEBIT,178514,37
User 3163,CREDIT,147248,28
User 3163,DEBIT,130510,30
User 3164,CREDIT,229078,45
User 3164,DEBIT,188038,40
User 3165,CREDIT,251679,49
User 3165,DEBIT,239094,46
User 3166,CREDIT,246154,46
User 3166,DEBIT,260557,51
User 3167,CREDIT,193546,36
User 3167,DEBIT,85437,24
User 3168,CREDIT,115665,23
User 3168,DEBIT,127483,27
User 3169,CREDIT,191146,37
User 3169,DEBIT,132275,28
User 3170,CREDIT,221669,46
User 3170,DEBIT,262404,49
User 3171,CREDIT,186563,35
User 3171,DEBIT,185841,40
User 3172,CREDIT,190539,39
User 3172,DEBIT,173376,35
User 3173,CREDIT,165690,39
User 3173,DEBIT,262975,50
User 3174,CREDIT,106274,20
User 3174,DEBIT,167919,36
User 3175,CREDIT,248067,48
User 3175,DEBIT,226433,47
User 3176,CREDIT,192290,41
User 3176,DEBIT,225897,42
User 3177,CREDIT,171458,35
User 3177,DEBIT,225279,44
User 3178,CREDIT,231939,47
User 3178,DEBIT,264496,49
User 3179,CREDIT,182517,39
User 3179,DEBIT,135431,32
User 3180,CREDIT,201639,42
User 3180,DEBIT,264329,47
User 3181,CREDIT,140367,31
User 3181,DEBIT,266198,48
User 3182,CREDIT,161655,32
User 3182,DEBIT,102791,25
User 3183,CREDIT,144688,29
User 3183,DEBIT,128952,30
User 3184,CREDIT,216435,39
User 3184,DEBIT,204609,40
User 3185,CREDIT,153160,30
User 3185,DEBIT,78762,21
User 3186,CREDIT,193624,34
User 3186,DEBIT,208022,44
User 3187,CREDIT,128317,32
User 3187,DEBIT,201209,40
User 3188,CREDIT,277398,52
User 3188,DEBIT,161611,35
User 3189,CREDIT,241997,51
User 3189,DEBIT,243438,41
User 3190,CREDIT,205863,41
User 3190,DEBIT,258957,48
User 3191,CREDIT,198528,41
User 3191,DEBIT,162039,31
User 3192,CREDIT,179684,33
User 3192,DEBIT,129778,27
User 3193,CREDIT,129348,30
User 3193,DEBIT,176815,32
User 3194,CREDIT,193575,39
User 3194,DEBIT,162474,30
User 3195,CREDIT,123198,25
User 3195,DEBIT,200025,38
User 3196,CREDIT,218474,42
User 3196,DEBIT,178398,36
User 3197,CREDIT,254459,52
User 3197,DEBIT,231323,45
User 3198,CREDIT,170103,37
User 3198,DEBIT,232322,45
User 3199,CREDIT,205837,43
User 3199,DEBIT,223186,51
User 3200,CREDIT,216329,44
User 3200,DEBIT,197818,43
User 3201,CREDIT,234923,49
User 3201,DEBIT,245269,50
User 3202,CREDIT,239944,50
User 3202,DEBIT,213593,44
User 3203,CREDIT,143295,27
User 3203,DEBIT,187097,33
User 3204,CREDIT,240923,46
User 3204,DEBIT,215938,47
User 3205,CREDIT,254470,49
User 3205,DEBIT,223582,47
User 3206,CREDIT,187317,37
User 3206,DEBIT,185519,34
User 3207,CREDIT,242351,45
User 3207,DEBIT,233037,45
User 3208,CREDIT,200129,42
User 3208,DEBIT,276721,51
User 3209,CREDIT,137789,27
User 3209,DEBIT,154124,27
User 3210,CREDIT,150359,31
User 3210,DEBIT,171641,31
User 3211,CREDIT,177056,35
User 3211,DEBIT,267419,50
User 3212,CREDIT,152563,35
User 3212,DEBIT,182919,35
User 3213,CREDIT,123074,24
User 3213,DEBIT,127621,28
User 3214,CREDIT,153227,32
User 3214,DEBIT,172299,33
User 3215,CREDIT,120666,27
User 3215,DEBIT,145310,32
User 3216,CREDIT,145940,33
User 3216,DEBIT,219690,38
User 3217,CREDIT,209816,39
User 3217,DEBIT,200315,46
User 3218,CREDIT,208512,41
User 3218,DEBIT,227278,47
User 3219,CREDIT,182076,33
User 3219,DEBIT,159928,34
User 3220,CREDIT,149623,28
User 3220,DEBIT,209171,34
User 3221,CREDIT,235689,47
User 3221,DEBIT,230252,44
User 3222,CREDIT,231342,47
User 3222,DEBIT,194668,40
User 3223,CREDIT,151684,30
User 3223,DEBIT,121992,28
User 3224,CREDIT,128520,33
User 3224,DEBIT,180488,42
User 3225,CREDIT,127435,25
User 3225,DEBIT,175256,31
User 3226,CREDIT,100058,26
User 3226,DEBIT,128057,26
User 3227,CREDIT,213867,39
User 3227,DEBIT,244016,48
User 3228,CREDIT,176822,38
User 3228,DEBIT,171545,40
User 3229,CREDIT,251410,43
User 3229,DEBIT,244048,49
User 3230,CREDIT,190318,40
User 3230,DEBIT,300575,50
User 3231,CREDIT,251116,54
User 3231,DEBIT,197620,41
User 3232,CREDIT,118915,25
User 3232,DEBIT,146236,28
User 3233,CREDIT,235264,46
User 3233,DEBIT,168980,36
User 3234,CREDIT,105699,22
User 3234,DEBIT,155646,30
User 3235,CREDIT,205586,45
User 3235,DEBIT,273657,51
User 3236,CREDIT,273067,48
User 3236,DEBIT,246065,50
User 3237,CREDIT,254717,56
User 3237,DEBIT,214623,39
User 3238,CREDIT,164165,36
User 3238,DEBIT,194128,40
User 3239,CREDIT,192065,36
User 3239,DEBIT,154234,27
User 3240,CREDIT,171512,37
User 3240,DEBIT,211619,48
User 3241,CREDIT,272573,48
User 3241,DEBIT,249962,50
User 3242,CREDIT,195507,36
User 3242,DEBIT,99376,25
User 3243,CREDIT,277292,53
User 3243,DEBIT,168362,34
User 3244,CREDIT,177595,37
User 3244,DEBIT,192577,40
User 3245,CREDIT,167220,34
User 3245,DEBIT,162816,28
User 3246,CREDIT,232798,39
User 3246,DEBIT,182176,43
User 3247,CREDIT,145866,29
User 3247,DEBIT,109882,24
User 3248,CREDIT,225412,45
User 3248,DEBIT,267650,49
User 3249,CREDIT,261413,51
User 3249,DEBIT,253205,47
User 3250,CREDIT,160136,37
User 3250,DEBIT,213077,39
User 3251,CREDIT,75935,20
